Opening Price,Closing Price,Trade Action
159.35264723612812,192.7033364328887,Sell
179.97773702785904,197.5359947442294,Sell
153.76112011367547,185.27892145563655,Sell
170.15389683665214,186.28284712434728,Buy
160.7834963912126,172.82725727237985,Buy
181.8607798060707,177.66659670294595,Sell
177.60091891331817,172.57499348596684,Buy
165.6835287724449,157.21428693342065,Buy
171.14981375020434,173.59352144125734,Buy
161.5734861940255,181.0393225578609,Sell
174.4103360512464,169.12497476213133,Buy
171.60473997014753,205.59076491953715,Sell
169.2295050127593,173.18245212597654,Buy
167.84676368469303,180.48961862921303,Buy
182.20952198341558,180.89862067581996,Buy
180.64011023926085,174.65864760439737,Buy
148.63397276084976,183.11313829416844,Sell
171.22637061932986,168.86314959540272,Sell
174.96349795944187,164.3981847879936,Sell
167.72871913842886,158.93320511890866,Sell
170.93961494404292,161.1542005461896,Buy
185.51298112350125,195.82467957897524,Buy
172.94790968385203,170.9091843729556,Sell
166.95710576612188,156.16775405216944,Sell
170.99274999622037,198.24415231216398,Buy
179.50320239141115,169.28106618469934,Buy
164.03189035018326,176.68031506460437,Sell
154.41872077861873,164.968472266218,Sell
167.98683783306174,158.96229729589115,Buy
171.63748756749678,180.57984821017737,Buy
173.54721487071845,185.45328336506103,Buy
167.9829543786228,169.85291578232483,Buy
180.19014376171125,176.13520588254272,Sell
171.23892082634387,172.55663681551923,Sell
172.05430797046964,170.23774025002342,Sell
151.69441515936919,171.9187519940894,Buy
165.35066520866928,170.84137096541332,Sell
143.05814209756687,187.87732043581278,Sell
161.97331586755573,180.68924153770985,Buy
160.87586651855992,176.92212676932775,Sell
155.32046293163944,161.0509882444636,Sell
175.6239485537431,173.53953709413955,Buy
172.04778875854336,182.45480245059198,Sell
166.44400647601128,155.02277218273247,Sell
162.14487921435975,171.56469151265213,Buy
164.0736333576034,177.15230203900143,Sell
170.6513424652923,154.8355344173587,Sell
172.53972437809645,140.33360308527006,Sell
184.94820145280485,195.49667393875728,Buy
175.1736394968983,137.39017757432754,Buy
178.59028051059926,182.50621591177304,Sell
144.6045506890516,144.78882060636707,Sell
180.09288656730143,165.1359905575181,Buy
176.32912621080618,158.04773445949198,Buy
172.46439728068697,188.2322419926704,Buy
166.60034812362863,193.37269560198652,Sell
165.04422133850417,180.74671763186683,Buy
185.21058270738212,176.34345811802783,Buy
163.24465189379885,163.58561926222887,Sell
161.8194209137615,180.75552271905903,Buy
156.22786770003222,167.70700857956996,Buy
175.60159386387144,175.20199732732112,Sell
157.7935942599118,179.9360675686058,Sell
149.46964253415555,180.65919187921648,Buy
177.13763449679556,174.53511868604485,Buy
187.76570836752245,144.15333897540503,Buy
165.11542749771885,156.4444375957323,Sell
174.52716264177855,204.32439259120923,Sell
159.45226107530237,178.0473772227584,Sell
159.56594532508194,165.74074853255425,Sell
151.53411294270094,186.61889431736435,Sell
154.98197914179156,169.13091506639734,Sell
195.94339593111033,176.54324485796994,Buy
170.95359926313586,160.84562768138917,Sell
155.3939372574009,178.37885981371318,Sell
168.9118120175493,164.53637923544747,Buy
163.19498370523442,150.6339827026762,Buy
166.1624517675855,168.44436512916315,Buy
167.3240570099555,154.711507447454,Sell
170.30804211069224,187.25620483985386,Buy
170.34491145651896,175.52704565838008,Sell
163.55598847248453,167.01191766906047,Sell
182.20333146016884,175.3411689860754,Buy
166.54261591251228,193.4984062613914,Sell
174.80403502023896,172.53628562228928,Buy
161.7357782774795,172.97342394726573,Sell
179.93560000830382,164.6873900617235,Sell
168.57855355959128,152.99326752963157,Sell
171.60150431060453,174.6360477234328,Sell
157.74563213555888,146.110873046372,Buy
177.7250802373018,169.0912447955965,Buy
157.1007440506873,166.91450444005912,Sell
162.35390593359676,193.18439888819597,Sell
165.79266046153876,167.99763043891159,Sell
185.90522636084125,153.0229292774603,Buy
175.23543783010334,137.87593128425934,Sell
177.1951279051579,170.09841328283713,Sell
172.23740758390085,180.1653758671465,Buy
175.55003264756405,149.0916593779769,Buy
171.6129421907823,183.9769460369762,Buy
198.56958102848552,201.417294318032,Buy
161.97802040598785,173.71025112062603,Sell
160.71130176557864,148.7794315609672,Buy
164.79007026472425,180.97994162541053,Sell
191.55407902363666,185.13202728243007,Buy
174.6964637719281,167.26066715100765,Sell
190.72817472860805,195.89032439333243,Buy
176.30896620054298,177.2530405800241,Buy
156.75136490119274,163.23546756284424,Sell
158.87640933817013,164.76887713420177,Buy
168.09129320725467,181.67559464842455,Buy
180.19528496512328,158.97630671282292,Sell
162.61236309567443,200.66179981817686,Buy
185.94091665192425,177.54740428510036,Buy
172.26027988401233,168.83870801662886,Sell
170.5707032410164,172.55004693316957,Sell
180.33360486578957,181.31319695102493,Sell
150.96517157223417,172.8200702415067,Buy
179.6782523550223,167.19519518195892,Sell
163.18037514718299,178.63766380574958,Sell
179.6401691563565,182.38567658992648,Buy
178.46480036151095,180.45339142303584,Buy
157.3267468810289,161.60619976808096,Buy
178.64952020221847,172.06063967875616,Sell
182.9881246278148,164.7023913418011,Buy
156.2204818108096,184.51010907814106,Sell
168.58881512516825,172.17174602658088,Sell
179.82183448930138,170.77794777433164,Buy
166.52061855935187,188.5688082561205,Buy
164.9781901151245,157.22213262012403,Buy
162.1200918909861,199.60073331674394,Buy
175.8583524774085,169.3118449207291,Sell
191.33337326670826,188.29569498399434,Sell
170.8748950685624,189.0695995573482,Buy
169.96709675027464,165.75142224350859,Buy
174.59984780771853,160.1950472432664,Buy
172.48147163382546,177.3169269250599,Sell
176.77652624791446,178.54795278622876,Buy
194.8598904833776,191.26493761208502,Sell
171.20856299000536,176.94186933939184,Buy
153.14312164583274,170.8922140421847,Buy
157.62673934184835,183.71151335043896,Sell
176.0288029295257,192.79029039022294,Sell
171.33027591321382,153.9261260936693,Sell
172.89869696186452,178.45186500806204,Buy
156.91297515159152,183.23840781963855,Sell
149.74868927582526,164.5261516815695,Buy
176.57176268059897,168.43413881134305,Sell
176.50529257053805,165.5685775929919,Sell
170.1672928241579,142.90730838880808,Sell
166.5737785237155,201.18406898938477,Sell
158.57926832705937,173.46295561726856,Buy
169.35050621682907,198.05100349186534,Buy
168.77729234411962,205.6971697318087,Sell
160.11608297397555,173.6319103380704,Sell
156.12334063739908,178.4653359008006,Buy
174.5743190148009,184.66219314276253,Buy
168.75986765526903,181.78904133952076,Buy
170.88887227186746,174.59153408452957,Sell
167.1579158735395,173.29898502539808,Buy
167.24225751016644,169.24446014763078,Sell
167.78801918084693,165.39050478761638,Buy
178.6861923947495,190.24141909007517,Buy
161.19659952592602,143.46263632379714,Buy
164.70430939893058,185.81731107473576,Buy
158.8704761473442,156.14483412950383,Buy
174.04213208363566,164.26416162221562,Sell
167.0773253832556,163.0295011835526,Buy
159.46685935527682,182.65814147822897,Sell
175.62823953118084,160.45195072791745,Sell
177.7943073510294,154.56913911435683,Sell
180.10610937459137,188.8484295199026,Sell
185.77341081012557,205.86760163675046,Sell
170.22266208798277,201.81635920678795,Buy
157.044340810208,147.2162197516319,Sell
163.65922677624692,186.70197452736636,Buy
174.39019781865784,158.9299027193612,Sell
166.65995003694928,171.70669656867352,Buy
174.46803844064232,158.64676967479795,Buy
165.32011035730642,201.39465671104622,Buy
146.94047788574957,186.5571380216169,Sell
169.813120553831,176.03238018581652,Sell
175.25458462583768,198.32253693863174,Buy
176.35260273303723,137.4438795967901,Sell
160.83373767791744,173.89201217339493,Buy
168.76501459249394,180.73648310100754,Sell
180.4021567432936,181.9536671802301,Buy
175.93345865380252,178.34708978578908,Sell
166.3584893756788,177.62508553449626,Sell
160.31721169626934,160.31919550573133,Sell
168.31424037090528,163.17385369333076,Sell
157.78349461444358,197.6139454670579,Buy
189.00936974065687,172.15015278797677,Buy
167.4488639749291,170.91765187039314,Buy
160.08737581449307,171.1206521378484,Sell
170.55332298669714,173.1076762233181,Sell
175.14369551674426,174.20607212525186,Sell
181.95245067936148,173.77897485003592,Sell
161.521620328929,170.4825122727884,Sell
176.46633610084248,174.44178430939138,Sell
189.04532427428506,152.0401862730831,Buy
182.0161799806628,174.46816189212777,Sell
171.9465485406547,171.2187944719131,Buy
131.0565149171239,182.40964002237882,Buy
178.19022606508523,165.01475555039366,Buy
177.79309876258836,154.37904923442125,Buy
186.0704733946787,170.42607375478698,Sell
158.97171915587867,188.11468172976822,Sell
168.67230231368532,174.7750070274209,Sell
174.57194011116664,171.09283591816708,Sell
177.4768131237655,176.93959987714229,Sell
162.04570408521676,166.3720376366505,Sell
178.85035840372043,195.0528186988288,Sell
170.88148831762726,163.04387439964546,Sell
167.00338482493132,139.75903674880578,Buy
175.1553001798409,179.39911607077346,Sell
176.53293157787908,196.10332978785397,Sell
190.83672368432258,185.2505663183655,Buy
169.89694738215266,156.52122413896288,Sell
172.2965913994689,169.6683168985997,Buy
186.74428932896456,205.84092905967535,Buy
165.74785375088572,179.51263405635794,Buy
174.7761444776028,166.28735065449533,Buy
177.09360110249335,180.6334021941158,Sell
207.5201276157272,179.62772080625393,Buy
184.26694306244352,176.75592642127984,Sell
170.31897796312558,192.58820108767094,Buy
161.5694718029327,198.65821858838274,Sell
167.32531184592176,140.92670941534035,Buy
173.3818671761077,180.4399827064296,Sell
171.8951041572417,165.1990648870049,Buy
154.70680626164875,192.3622495125024,Buy
161.52724078137416,182.92152938362406,Buy
155.36345974669598,193.69075102022407,Sell
167.120718428523,186.7919723754015,Sell
157.98695829475795,165.9193647617288,Buy
170.23381235292507,173.57590857968316,Sell
173.51388119453543,192.11380352139906,Sell
157.1782456984041,202.72574734971937,Buy
190.21562736655005,218.0018469170341,Sell
168.31804853783646,172.7342870321351,Buy
175.52881546837065,168.65426427210315,Buy
165.59111064010293,167.46566063769845,Buy
154.42114382052486,174.78195091178,Buy
180.0260426606614,194.79369200248104,Buy
164.862579665026,184.52088472892154,Sell
162.3647774661391,206.05481744253913,Sell
168.51004541954137,191.0462633915282,Sell
195.45310353349328,155.86835850270506,Buy
154.31080782410075,181.14455679628645,Buy
162.40960830398512,170.58528525396142,Sell
181.40147466329418,181.24905722193046,Buy
172.29339632302197,164.472807074059,Sell
168.78176724436693,187.83324620579964,Sell
185.31939238403686,166.00999213456524,Buy
155.76038634014188,155.13264241705974,Sell
167.10530523130757,168.87283243880586,Buy
163.8243178850405,170.26382518262182,Sell
172.82485796775018,156.25586219746208,Buy
170.10643535776813,156.03475783202538,Sell
159.52572821436746,157.2109790682136,Buy
168.2466287262411,185.38096657842928,Sell
172.4480386777648,179.41497537593892,Sell
157.13636848999099,187.48003960412638,Buy
164.03890963373243,202.56478507462438,Sell
172.62508146851155,191.30705336923748,Buy
165.95181197788088,170.01440683806143,Buy
166.64055211684314,167.05326850641114,Buy
156.94884807367788,165.00118462748253,Buy
166.04172703156956,182.21304100904197,Buy
171.7360144041133,168.25494729779464,Sell
185.8969544495665,178.18227894375386,Buy
162.59241465801716,166.49817590699274,Sell
162.22762558890534,179.1985409838712,Sell
165.0845675422533,171.6544359724831,Buy
167.1120266518548,176.91809978994527,Buy
153.93561887008988,141.79925986921856,Buy
167.19071422842012,185.26016772027774,Buy
189.62213921393268,159.48340077676016,Sell
151.9847271850464,178.08603512781843,Buy
187.05858247935566,177.48105515136243,Sell
196.7077234208228,170.8028823045479,Buy
163.20902852280574,179.41944196598226,Buy
161.7592198004193,180.14616463738764,Buy
185.6228966007917,186.4665957230563,Sell
163.47010800012828,159.09573656596785,Buy
184.044281390742,173.3815232151968,Sell
166.91601353628937,187.75361568487114,Buy
167.94851233910362,163.07951625691481,Sell
176.03744086484193,164.6496935770926,Buy
173.7368100839597,187.71978582850113,Sell
165.8430694293775,166.14568521441885,Sell
156.86752608003013,180.2887967433804,Buy
174.63057600854205,153.9288716491836,Buy
165.72491897111823,183.09750412046463,Sell
180.8853086806737,186.34376109050342,Sell
174.98209056030427,177.26463721702163,Sell
168.32800417958646,193.85222719120648,Buy
168.1498872920295,199.84618332758637,Sell
171.78718830625462,188.20688620794584,Sell
175.4528160249395,141.7073095249619,Buy
154.2759148721749,171.8251104359968,Sell
167.24437895125567,195.2578498766033,Buy
178.37319945815284,162.94650075111494,Sell
161.88276994280284,202.30484242056025,Sell
182.7118124151155,156.60132933773727,Sell
164.85722370572535,166.7283742893703,Sell
149.7496967992895,179.14360486262385,Sell
161.13041615147108,191.31224440652042,Buy
180.69214219021356,153.88057336260272,Buy
167.75016026388636,165.3925616677426,Buy
159.87398856838993,208.5089494510298,Buy
166.3190780142716,189.6169888362204,Buy
171.04437353176195,193.32749721968625,Sell
169.85106347043168,180.80291601510248,Buy
162.43727638586088,161.5277472444549,Buy
170.52779680381045,192.61096627072794,Sell
165.32708177446844,178.97247163149075,Buy
183.91936484879267,164.87329746168416,Sell
176.55842019706995,189.63888170602587,Buy
167.0365564231615,174.69068796614079,Sell
177.78700292343385,194.0633758329969,Buy
169.3147687549085,185.9343457350704,Buy
163.10776886239714,187.8842567254002,Buy
171.69149138834823,171.10459083791736,Buy
166.4160143369939,194.76020675584746,Sell
157.6446562880659,179.2331379806691,Sell
167.6702731899123,169.73404354530277,Sell
146.75173806423135,187.15628592610352,Sell
174.8564314441525,198.4489525105795,Buy
188.71118139974968,162.7550527358044,Sell
168.87622104981435,201.92327499932992,Buy
165.42247315354288,145.22246015112273,Sell
168.9601782961391,157.944202582664,Sell
147.68344372001465,172.56411872383424,Buy
177.04344548483041,169.9753006437383,Buy
178.0121074079261,188.47284870034835,Buy
164.97832496627288,151.03604641721043,Buy
179.0450562947104,195.88927228310104,Buy
168.77280951498665,193.92101213801303,Buy
171.69792079017992,194.75311643033737,Sell
163.61180378087963,163.685934736473,Buy
154.5887262860844,162.15976411254377,Sell
161.57094893680997,152.25024142152714,Sell
180.2895439836051,191.06906758776347,Sell
175.5471754177198,185.80831147885704,Buy
182.50760241529267,194.5911398379373,Buy
170.8296002084727,174.47746313082732,Sell
159.53372570229004,170.8391988112183,Sell
168.90593181037846,184.00915169795957,Sell
169.8315567604685,187.14128735474753,Buy
176.14199616826454,183.4779727622484,Buy
175.68113463814544,167.0791257717747,Buy
186.5122789332886,184.85026406109503,Buy
175.5580143565974,204.52997802204973,Sell
166.31593162964137,189.59784658888606,Buy
167.48183387023806,173.44541754630802,Buy
169.63851984573316,187.91371319469027,Buy
163.34509200326255,207.08230459672887,Buy
171.22498433337697,155.98161472335428,Sell
164.16159239153328,176.18371455954284,Sell
159.1244186001643,179.3472653280602,Sell
186.7122431770196,155.94359593184066,Sell
174.67572388200327,181.0108157253338,Sell
165.19391723161604,188.27741725314283,Buy
182.33895774613117,169.42590702745025,Sell
173.82138847098753,180.08014331624207,Buy
165.51747126614063,163.51413706361933,Sell
169.1348031181445,153.5668261234054,Buy
165.5459876877129,202.17510936033773,Sell
179.6142490941554,178.77644663537802,Buy
179.2741202557623,171.4773785438184,Sell
166.15286514509094,165.0550642424758,Sell
166.72331676004328,189.65188947984086,Buy
167.56877822592583,201.01734494683336,Sell
186.37707576949418,168.02438983490362,Sell
179.03663337267201,164.59390108819642,Sell
166.05769714643577,163.62224675032388,Buy
156.61910646316488,192.25893620250196,Sell
164.43043661598446,170.91886269568738,Sell
174.56718002676678,173.93812490398648,Sell
161.55547905105453,180.19063816904458,Buy
166.7659582410593,224.3156024970216,Buy
181.61304884403114,191.6746955139322,Sell
178.1224036109725,171.32359162615916,Buy
151.12712938293734,195.99049827004637,Sell
172.46470998295132,167.42191314079696,Sell
164.03150968172173,180.63907394622137,Buy
177.2474339945556,170.3960392242639,Buy
173.18864155930936,162.32834861937738,Sell
142.2141948026894,159.94898700460243,Buy
163.88132116106306,187.51616977265883,Buy
172.46429026862728,171.75107007836192,Sell
160.86420016965417,169.12637269541074,Buy
181.03679760845608,164.97993111644297,Buy
166.44598679374852,190.5878360924456,Sell
167.23163550957523,171.40562913720692,Sell
173.71838258485872,166.13948841051192,Buy
177.8621877360463,164.73573017707182,Sell
186.35012975831887,174.59844655172978,Buy
187.16099670001802,192.61314683010244,Buy
173.56737817302454,165.98981993712584,Sell
166.30866633342845,193.63517274823238,Buy
168.99620409721447,196.1463781564805,Buy
162.4402341022101,177.75682801863246,Buy
171.7735719897782,196.25203258789543,Buy
163.96278902036403,166.3258350168436,Sell
167.63875151898685,185.6149039025166,Buy
164.76234308618214,173.29707428695215,Sell
163.60581700371185,171.99998937573216,Buy
161.71756359278723,151.5176503889332,Sell
180.34530808041714,198.6922340543386,Sell
145.96015053810686,171.9431669561633,Sell
186.36987241933954,218.0046011113908,Sell
166.89351884467584,163.1864242030559,Sell
177.5149459143545,165.35985002349634,Buy
164.08699297607515,167.4632009553704,Buy
152.55893998255476,179.02718449094814,Buy
174.50883802192686,182.2548353201948,Buy
163.35568778843967,183.00313458101238,Buy
174.30025030478413,172.64943414767302,Buy
169.76791018242614,178.48416324945535,Buy
156.7031964298618,203.81941607998886,Buy
168.9165719016168,179.01353107669993,Buy
167.9170157709161,168.56198439058494,Buy
173.61908607059644,142.86612610893243,Buy
164.16182008299438,151.70924716179732,Buy
166.63488092765144,185.08051478248518,Sell
171.16139796976344,172.50730225222395,Sell
178.08367277039443,183.0230842989728,Sell
163.60022012245904,164.67934940656974,Sell
161.63619970697295,172.89808011884728,Buy
177.83673457965418,182.61055438520407,Buy
171.0763764915644,157.00259974052267,Buy
193.8053592483768,204.7797809287548,Sell
156.9693961802547,161.36423538835282,Sell
170.4669430317384,186.1246884428198,Buy
160.01109374304053,186.295520398107,Sell
178.52068883201738,195.34463528057248,Sell
175.7542585239974,171.09043512842484,Buy
183.96334225937696,161.28997982425219,Buy
183.82799431428023,166.2992867358292,Buy
165.48407101327584,155.14829318812008,Sell
176.15880104933098,177.27218652620155,Buy
148.90343316698534,176.34352016405953,Buy
172.07019412797277,161.22107561688776,Sell
180.3436937032027,151.98368682201348,Sell
174.7953023870025,171.39496436749903,Sell
161.5295727448982,167.96705330120696,Buy
179.62873692746797,194.858818031522,Buy
171.40235446809382,144.31034123488314,Buy
158.21609066066588,187.50998743927684,Sell
172.01643623795712,169.12674349659042,Buy
153.45891490902147,155.05443054755798,Buy
168.49070930803046,155.1237401207104,Sell
156.16155976270045,195.76722966613528,Sell
171.74271930546985,182.06038538746128,Buy
166.2020914069056,193.34201496025958,Sell
167.85298450196382,154.91652939856408,Sell
170.4238553564413,168.72822017283139,Sell
164.87104445598268,175.9475695544047,Buy
164.52430403635518,174.0611255241829,Sell
168.1019607627956,186.62436443860818,Buy
177.19895983286753,188.18910349584644,Buy
178.61102581325633,191.03410665539968,Sell
170.5733087333019,195.74318207628644,Buy
158.70928223891678,189.32505019480755,Buy
173.58034608844275,170.1939210982673,Sell
179.21211919207522,182.14127689112198,Sell
176.32213819085223,183.61815803358053,Sell
172.24067722072667,161.50078302782157,Sell
153.1029786036678,190.94877311243695,Buy
172.9877552705732,190.52241958390758,Sell
165.7621590220857,150.92592778172718,Buy
153.65398131275631,168.70547042351396,Buy
182.50774278247113,166.76622670111425,Sell
169.1928987945514,156.68969759939546,Buy
166.72638730401653,181.34244016643757,Sell
171.05837418188278,165.5486638922594,Buy
168.57068265344972,174.2657156259247,Buy
170.01811451628137,150.22668144380197,Buy
164.07911356076585,173.7661476160442,Sell
168.01795369220054,186.9055856940632,Sell
180.81161288944023,175.64198659613703,Sell
163.4016361996356,189.78449784571055,Sell
